20,21,42,0
20,22,43,0
20,23,44,0
20,24,45,0
20,25,46,0
20,26,47,0
20,27,48,0
20,28,49,0
20,29,50,0
20,30,51,0
20,31,52,0

2,0,4,1
2,2,5,1
2,4,6,1
2,6,7,1
2,8,8,1
2,10,9,1
2,12,10,1
2,14,11,1
2,16,12,1
2,18,13,1
2,20,14,1
2,22,15,1
2,24,16,1
2,26,17,1
2,28,18,1
2,30,19,1

2,0,4,2
2,2,5,2
2,4,6,2
2,6,7,2
2,8,8,2
2,10,9,2
2,12,10,2
2,14,11,2
2,16,12,2
2,18,13,2
2,20,14,2
2,22,15,2
2,24,16,2
2,26,17,2
2,28,18,2
2,30,19,2

2,0,4,3
2,2,5,3
2,4,6,3
2,6,7,3
2,8,8,3
2,10,9,3
2,12,10,3
2,14,11,3
2,16,12,3
2,18,13,3
2,20,14,3
2,22,15,3
2,24,16,3
2,26,17,3
2,28,18,3
2,30,19,3

2,0,4,4
2,2,5,4
2,4,6,4
2,6,7,4
2,8,8,4
2,10,9,4
2,12,10,4
2,14,11,4
2,16,12,4
2,18,13,4
2,20,14,4
2,22,15,4
2,24,16,4
2,26,17,4
2,28,18,4
2,30,19,4

2,0,4,5
2,2,5,5
2,4,6,5
2,6,7,5
2,8,8,5
2,10,9,5
2,12,10,5
2,14,11,5
2,16,12,5
2,18,13,5
2,20,14,5
2,22,15,5
2,24,16,5
2,26,17,5
2,28,18,5
2,30,19,5

2,0,4,6
2,2,5,6
2,4,6,6
2,6,7,6
2,8,8,6
2,10,9,6
2,12,10,6
2,14,11,6
2,16,12,6
2,18,13,6
2,20,14,6
2,22,15,6
2,24,16,6
2,26,17,6
2,28,18,6
2,30,19,6

2,0,4,7
2,2,5,7
2,4,6,7
2,6,7,7
2,8,8,7
2,10,9,7
2,12,10,7
2,14,11,7
2,16,12,7
2,18,13,7
2,20,14,7
2,22,15,7
2,24,16,7
2,26,17,7
2,28,18,7
2,30,19,7

2,0,4,8
2,2,5,8
2,4,6,8
2,6,7,8
2,8,8,8
2,10,9,8
2,12,10,8
2,14,11,8
2,16,12,8
2,18,13,8
2,20,14,8
2,22,15,8
2,24,16,8
2,26,17,8
2,28,18,8
2,30,19,8

2,0,4,9
2,2,5,9
2,4,6,9
2,6,7,9
2,8,8,9
2,10,9,9
2,12,10,9
2,14,11,9
2,16,12,9
2,18,13,9
2,20,14,9
2,22,15,9
2,24,16,9
2,26,17,9
2,28,18,9
2,30,19,9

2,0,4,10
2,2,5,10
2,4,6,10
2,6,7,10
2,8,8,10
2,10,9,10
2,12,10,10
2,14,11,10
2,16,12,10
2,18,13,10
2,20,14,10
2,22,15,10
2,24,16,10
2,26,17,10
2,28,18,10
2,30,19,10

2,0,4,11
2,2,5,11
2,4,6,11
2,6,7,11
2,8,8,11
2,10,9,11
2,12,10,11
2,14,11,11
2,16,12,11
2,18,13,11
2,20,14,11
2,22,15,11
2,24,16,11
2,26,17,11
2,28,18,11
2,30,19,11

2,0,4,12
2,2,5,12
2,4,6,12
2,6,7,12
2,8,8,12
2,10,9,12
2,12,10,12
2,14,11,12
2,16,12,12
2,18,13,12
2,20,14,12
2,22,15,12
2,24,16,12
2,26,17,12
2,28,18,12
2,30,19,12

2,0,4,13
2,2,5,13
2,4,6,13
2,6,7,13
2,8,8,13
2,10,9,13
2,12,10,13
2,14,11,13
2,16,12,13
2,18,13,13
2,20,14,13
2,22,15,13
2,24,16,13
2,26,17,13
2,28,18,13
2,30,19,13

2,0,4,14
2,2,5,14
2,4,6,14
2,6,7,14
2,8,8,14
2,10,9,14
2,12,10,14
2,14,11,14
2,16,12,14
2,18,13,14
2,20,14,14
2,22,15,14
2,24,16,14
2,26,17,14
2,28,18,14
2,30,19,14

2,0,4,15
2,2,5,15
2,4,6,15
2,6,7,15
2,8,8,15
2,10,9,15
2,12,10,15
2,14,11,15
2,16,12,15
2,18,13,15
2,20,14,15
2,22,15,15
2,24,16,15
2,26,17,15
2,28,18,15
2,30,19,15

2,0,4,16
2,2,5,16
2,4,6,16
2,6,7,16
2,8,8,16
2,10,9,16
2,12,10,16
2,14,11,16
2,16,12,16
2,18,13,16
2,20,14,16
2,22,15,16
2,24,16,16
2,26,17,16
2,28,18,16
2,30,19,16

2,0,4,17
2,2,5,17
2,4,6,17
2,6,7,17
2,8,8,17
2,10,9,17
2,12,10,17
2,14,11,17
2,16,12,17
2,18,13,17
2,20,14,17
2,22,15,17
2,24,16,17
2,26,17,17
2,28,18,17
2,30,19,17

2,0,4,18
2,2,5,18
2,4,6,18
2,6,7,18
2,8,8,18
2,10,9,18
2,12,10,18
2,14,11,18
2,16,12,18
2,18,13,18
2,20,14,18
2,22,15,18
2,24,16,18
2,26,17,18
2,28,18,18
2,30,19,18

2,0,4,19
2,2,5,19
2,4,6,19
2,6,7,19
2,8,8,19
2,10,9,19
2,12,10,19
2,14,11,19
2,16,12,19
2,18,13,19
2,20,14,19
2,22,15,19
2,24,16,19
2,26,17,19
2,28,18,19
2,30,19,19

2,0,4,20
2,2,5,20
2,4,6,20
2,6,7,20
2,8,8,20
2,10,9,20
2,12,10,20
2,14,11,20
2,16,12,20
2,18,13,20
2,20,14,20
2,22,15,20
2,24,16,20
2,26,17,20
2,28,18,20
2,30,19,20

2,0,4,21
2,2,5,21
2,4,6,21
2,6,7,21
2,8,8,21
2,10,9,21
2,12,10,21
2,14,11,21
2,16,12,21
2,18,13,21
2,20,14,21
2,22,15,21
2,24,16,21
2,26,17,21
2,28,18,21
2,30,19,21

2,0,4,22
2,2,5,22
2,4,6,22
2,6,7,22
2,8,8,22
2,10,9,22
2,12,10,22
2,14,11,22
2,16,12,22
2,18,13,22
2,20,14,22
2,22,15,22
2,24,16,22
2,26,17,22
2,28,18,22
2,30,19,22

2,0,4,23
2,2,5,23
2,4,6,23
2,6,7,23
2,8,8,23
2,10,9,23
2,12,10,23
2,14,11,23
2,16,12,23
2,18,13,23
2,20,14,23
2,22,15,23
2,24,16,23
2,26,17,23
2,28,18,23
2,30,19,23

2,0,4,24
2,2,5,24
2,4,6,24
2,6,7,24
2,8,8,24
2,10,9,24
2,12,10,24
2,14,11,24
2,16,12,24
2,18,13,24
2,20,14,24
2,22,15,24
2,24,16,24
2,26,17,24
2,28,18,24
2,30,19,24

2,0,4,25
2,2,5,25
2,4,6,25
2,6,7,25
2,8,8,25
2,10,9,25
2,12,10,25
2,14,11,25
2,16,12,25
2,18,13,25
2,20,14,25
2,22,15,25
2,24,16,25
2,26,17,25
2,28,18,25
2,30,19,25

2,0,4,26
2,2,5,26
2,4,6,26
2,6,7,26
2,8,8,26
2,10,9,26
2,12,10,26
2,14,11,26
2,16,12,26
2,18,13,26
2,20,14,26
2,22,15,26
2,24,16,26
2,26,17,26
2,28,18,26
2,30,19,26

2,0,4,27
2,2,5,27
2,4,6,27
2,6,7,27
2,8,8,27
2,10,9,27
2,12,10,27
2,14,11,27
2,16,12,27
2,18,13,27
2,20,14,27
2,22,15,27
2,24,16,27
2,26,17,27
2,28,18,27
2,30,19,27

2,0,4,28
2,2,5,28
2,4,6,28
2,6,7,28
2,8,8,28
2,10,9,28
2,12,10,28
2,14,11,28
2,16,12,28
2,18,13,28
2,20,14,28
2,22,15,28
2,24,16,28
2,26,17,28
2,28,18,28
2,30,19,28

2,0,4,29
2,2,5,29
2,4,6,29
2,6,7,29
2,8,8,29
2,10,9,29
2,12,10,29
2,14,11,29
2,16,12,29
2,18,13,29
2,20,14,29
2,22,15,29
2,24,16,29
2,26,17,29
2,28,18,29
2,30,19,29

2,0,4,30
2,2,5,30
2,4,6,30
2,6,7,30
2,8,8,30
2,10,9,30
2,12,10,30
2,14,11,30
2,16,12,30
2,18,13,30
2,20,14,30
2,22,15,30
2,24,16,30
2,26,17,30
2,28,18,30
2,30,19,30

2,0,4,31
2,2,5,31
2,4,6,31
2,6,7,31
2,8,8,31
2,10,9,31
2,12,10,31
2,14,11,31
2,16,12,31
2,18,13,31
2,20,14,31
2,22,15,31
2,24,16,31
2,26,17,31
2,28,18,31
2,30,19,31

